owner_id,crew_id,symbol,name,short_name,traits,max_rarity,rarity,level,cmd_core,cmd_rmin,cmd_rmax,dip_core,dip_rmin,dip_rmax,eng_core,eng_rmin,eng_rmax,sec_core,sec_rmin,sec_rmax,med_core,med_rmin,med_rmax,sci_core,sci_rmin,sci_rmax
4639468,229525151,chakotay_starfleet_crew,Commander Chakotay,Chakotay,human;starfleet;federation;hunter;tactician;survivalist;maquis,2,2,70,182,22,55,95,21,48,0,0,0,168,23,63,0,0,0,0,0,0
4639468,229525160,sulu_fencing_crew,Fencing Sulu,Sulu,human;federation;starfleet;pilot;resourceful;duelist,4,1,40,105,14,39,0,0,0,0,0,0,165,74,180,0,0,0,83,6,12
4639468,229525170,scott_stiv_crew,Professor Scott,Scotty,human;starfleet;federation;undercover_operative;prodigy,4,1,34,48,6,6,0,0,0,148,21,55,0,0,0,0,0,0,118,14,29
4639468,229525172,shakaar_resistance_crew,Resistance Shakaar,Shakaar,bajoran;civilian;veteran;saboteur;tactician,4,1,18,111,17,40,0,0,0,0,0,0,66,24,30,0,0,0,0,0,0
4639468,231359254,sato_mirror_crew,Mirror Empress Sato,Sato,human;starfleet;terran_empire;empress;mirror_universe,4,4,53,129,11,27,374,20,70,0,0,0,277,25,57,0,0,0,0,0,0
4639468,231359255,dax_jadzia_mirror_crew,Mirror Jadzia Dax,J. Dax,trill;terran_empire;casual;desperate;romantic;mirror_universe,4,1,30,0,0,0,0,0,0,88,14,36,155,14,29,0,0,0,59,7,17
4639468,231389764,picard_mirror_crew,Mirror Jean-Luc Picard,Picard,human;terran_empire;starfleet;brutal;crafty;maverick;veteran;resourceful;duelist;mirror_universe,5,3,20,171,30,124,0,0,0,0,0,0,131,22,66,0,0,0,83,8,31
4639468,237947907,worf_merry_crew,Will Scarlett,Worf,klingon;tactician;duelist;costumed;hero,5,1,30,0,0,0,127,21,53,0,0,0,167,32,85,0,0,0,0,0,0
4639468,239718638,arik_jacket_crew,Arik Soong,Arik,human;thief;geneticist;maverick;civilian,4,2,47,80,16,40,0,0,0,0,0,0,0,0,0,125,17,51,217,24,62
4639468,239869372,donik_crew,Donik,Donik,hirogen;innovator,3,1,53,0,0,0,111,13,32,168,29,75,0,0,0,0,0,0,0,0,0
4639468,242492012,laforge_mirror_crew,Mirror Geordi La Forge,La Forge,human;starfleet;terran_empire;mirror_universe;saboteur;smuggler;innovator,4,3,50,0,0,0,0,0,0,233,41,114,117,21,45,0,0,0,200,38,107
4639468,243537583,janeway_mirror_crew,Mirror Janeway,Janeway,human;brutal;starfleet;resourceful;hunter;saboteur;veteran;smuggler;mirror_universe;terran_empire,4,1,40,98,32,94,52,7,15,0,0,0,162,25,63,0,0,0,0,0,0
4639468,243549260,spock_pilot_crew,Talos IV Spock,Spock,federation;starfleet;exobiology;astrophysicist;human;vulcan;telepath;musician,3,3,43,149,7,21,0,0,0,0,0,0,188,22,53,0,0,0,79,4,8
4639468,243549264,wesley_full_ensign_crew,Ensign Crusher,Wesley,human;federation;starfleet;prodigy;warp_theorist,3,1,36,56,5,17,0,0,0,61,8,18,0,0,0,0,0,0,126,14,44
4639468,243555209,automatedunit3947_crew,Automated Unit 3947,APU 3947,automated_unit;desperate;quantum_mechanics,4,1,30,0,0,0,0,0,0,141,27,79,46,12,31,0,0,0,94,12,27
4639468,244758930,bashir_s1_cmo_crew,CMO Bashir,Bashir,human;federation;starfleet;doctor;augment;cyberneticist;gambler,1,1,48,77,9,27,0,0,0,0,0,0,0,0,0,103,6,33,0,0,0
4639468,246161255,saavik_lieutenant_crew,Lieutenant Saavik,Saavik,vulcan;starfleet;federation;resourceful;telepath,3,3,35,127,9,31,72,9,28,0,0,0,0,0,0,0,0,0,163,10,22
4639468,247431032,wesley_sweater_crew,Wesley Crusher,Wesley,human;federation;civilian;prodigy,1,1,16,0,0,0,0,0,0,27,2,4,0,0,0,0,0,0,42,5,23
4639468,247531658,dsc_voq_torchbearer_crew,Torchbearer Voq,Voq,klingon;cultural_figure;torchbearer;desperate;inspiring,4,4,20,108,12,29,153,15,39,0,0,0,71,6,12,0,0,0,0,0,0
4639468,247621392,phlox_scrubs_crew,Surgeon Phlox,Phlox,denobulan;civilian;doctor;romantic;exobiology,3,1,13,43,8,16,0,0,0,0,0,0,0,0,0,51,5,18,48,7,13
4639468,247993313,fesek_crew,Fesek,Fesek,malon;romantic;inspiring;resourceful,4,1,30,0,0,0,83,19,60,127,19,53,0,0,0,0,0,0,0,0,0
4639468,248384896,harriman_captain_crew,Captain John Harriman,Harriman,federation;starfleet;human;communicator,4,1,37,105,18,43,174,26,57,0,0,0,0,0,0,0,0,0,0,0,0
4639468,248409239,nog_teenager_crew,Teenager Nog,Nog,ferengi;civilian;scoundrel;gambler;merchant,1,1,50,0,0,0,77,6,20,0,0,0,81,6,18,0,0,0,0,0,0
4639468,248543697,kruge_commander_crew,Commander Kruge,Kruge,klingon;lord;marksman;brutal;villain,3,2,30,63,9,27,0,0,0,0,0,0,134,15,47,0,0,0,0,0,0
4639468,249303225,q_mariachi_crew,Mariachi Q,Q,crafty;costumed;scoundrel;musician,5,1,16,0,0,0,143,26,62,0,0,0,94,20,41,0,0,0,0,0,0
4639468,250057762,dsc_burnham_prisoner_crew,Prisoner Michael Burnham,Burnham,federation;starfleet;prisoner;xenoanthropology;duelist;human,2,2,23,0,0,0,36,5,15,0,0,0,75,7,16,0,0,0,98,7,23
4639468,250389119,kim_ensign_crew,Ensign Kim,Kim,starfleet;federation;human;musician,1,1,17,0,0,0,0,0,0,46,6,20,0,0,0,0,0,0,0,0,0
4639468,250957245,dsc_burnham_graduation_crew,Graduation Michael Burnham,Burnham,federation;civilian;astrophysicist;xenoanthropology;human,4,3,8,0,0,0,0,0,0,65,14,30,0,0,0,0,0,0,89,15,32
4639468,251010176,silik_crew,Silik,Silik,suliban;shapeshifter;temporal_agent;saboteur,4,1,26,120,15,40,0,0,0,0,0,0,98,17,42,0,0,0,0,0,0
4639468,252978436,quark_risa_crew,Tourist Quark,Quark,ferengi;scoundrel;desperate;romantic;gambler;communicator;civilian,4,1,43,78,9,19,191,32,90,0,0,0,0,0,0,151,30,65,0,0,0
4639468,253123377,bashir_wwii_crew,RAF Julian Bashir,Bashir,human;pilot;hero;costumed;augment;doctor,4,1,30,0,0,0,0,0,0,0,0,0,115,12,27,126,17,43,0,0,0
4639468,253127083,picard_dixonhill_crew,Detective Dixon Hill,Picard,federation;starfleet;human;costumed;undercover_operative;investigator;romantic,4,1,13,54,13,34,90,15,33,0,0,0,29,11,21,0,0,0,0,0,0
4639468,254254862,odo_tuxedo_crew,Jazz Musician Odo,Odo,changeling;bajoran;constable;costumed;romantic;musician,5,1,30,0,0,0,179,24,55,0,0,0,127,23,90,0,0,0,0,0,0
4639468,254255040,jarok_crew,Alidar Jarok,Jarok,romulan;veteran;desperate;tactician;high_command,4,1,8,75,15,32,52,11,22,0,0,0,26,7,19,0,0,0,0,0,0
4639468,255418974,yar_glavin_crew,Duelist Yar,Yar,human;starfleet;duelist;federation;tactician;desperate;survivalist,4,1,8,29,11,22,49,11,22,0,0,0,65,18,38,0,0,0,0,0,0
4639468,255997066,mayweather_rianna_crew,Rianna Mayweather,Rianna,human;civilian;resourceful;boomer;communicator;nurse;jury_rigger,4,1,10,0,0,0,34,6,12,74,14,30,0,0,0,75,14,30,0,0,0
4639468,255997070,riker_angel_one_crew,Angel I Riker,Riker,human;federation;starfleet;pilot;maverick;romantic;gambler,4,1,18,94,18,45,70,12,26,0,0,0,0,0,0,0,0,0,0,0,0
4639468,255997072,troi_commander_crew,Bridge Officer Troi,Troi,federation;starfleet;human;betazoid;empath;counselor;caregiver,4,1,13,54,11,22,34,6,12,0,0,0,0,0,0,81,17,41,0,0,0
4639468,255997073,tucker_mirror_crew,Mirror Tucker,Trip,human;starfleet;terran_empire;jury_rigger;brutal;explorer;mirror_universe,4,1,8,0,0,0,0,0,0,72,15,33,52,17,36,0,0,0,0,0,0
4639468,258593330,horta_crew,Mother Horta,Horta,caregiver;primal;silicon_lifeform;saboteur;desperate,4,1,8,0,0,0,54,13,27,0,0,0,70,17,35,0,0,0,0,0,0
4639468,258626131,picard_galen_crew,Galen,Picard,human;costumed;brutal;undercover_operative;smuggler;musician,4,1,8,0,0,0,32,11,21,0,0,0,48,11,22,0,0,0,67,15,56
4639468,259024661,suder_crew,Lon Suder,Suder,maquis;federation;starfleet;betazoid;brutal;botanist;saboteur;telepath,4,1,20,0,0,0,0,0,0,63,12,26,89,14,29,0,0,0,38,8,24
4639468,259868016,tucker_rescuer_crew,Rescuer Tucker,Trip,human;starfleet;jury_rigger;tactician;explorer,3,2,33,46,7,15,0,0,0,129,11,38,102,8,18,0,0,0,0,0,0
4639468,259868141,worf_cowboy_crew,Sheriff Worf,Worf,klingon;starfleet;federation;costumed;duelist;constable,4,1,1,52,14,29,22,6,12,0,0,0,40,11,22,0,0,0,0,0,0
